sample_id	original_column	file_project	platform	source_file	missing_fraction
TARGET-20-PAKVGI-09A.Detection.Pval	TARGET-20-PAKVGI-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASMHY-10A.Detection.Pval	TARGET-20-PASMHY-10A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKERZ-09A.Detection.Pval	TARGET-20-PAKERZ-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCCH-03A.Detection.Pval	TARGET-20-PARCCH-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASJIM-14A.Detection.Pval	TARGET-20-PASJIM-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PADYIR-14A.Detection.Pval	TARGET-20-PADYIR-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PAMXZY-09A.Detection.Pval	TARGET-21-PAMXZY-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARZIA-09A.Detection.Pval	TARGET-21-PARZIA-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASTTW-14A.Detection.Pval	TARGET-20-PASTTW-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVVS-09A.Detection.Pval	TARGET-20-PASVVS-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEFGT-03A.Detection.Pval	TARGET-20-PAEFGT-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASVJS-14A.Detection.Pval	TARGET-21-PASVJS-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUCB-04A.Detection.Pval	TARGET-20-PARUCB-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARVAI-14A.Detection.Pval	TARGET-20-PARVAI-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPDS-04A.Detection.Pval	TARGET-20-PARPDS-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASJIM-09A.Detection.Pval	TARGET-20-PASJIM-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKTCX-04A.Detection.Pval	TARGET-20-PAKTCX-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEFGT-14A.Detection.Pval	TARGET-20-PAEFGT-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARWXU-04A.Detection.Pval	TARGET-20-PARWXU-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASRTP-14A.Detection.Pval	TARGET-20-PASRTP-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATKWH-14A.Detection.Pval	TARGET-21-PATKWH-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANTWV-14A.Detection.Pval	TARGET-20-PANTWV-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASLSD-14A.Detection.Pval	TARGET-20-PASLSD-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPBEJ-04A.Detection.Pval	TARGET-20-PAPBEJ-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARTAL-14A.Detection.Pval	TARGET-20-PARTAL-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASLSD-04A.Detection.Pval	TARGET-20-PASLSD-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASNKZ-09A.Detection.Pval	TARGET-21-PASNKZ-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANLIR-04A.Detection.Pval	TARGET-20-PANLIR-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWLN-04A.Detection.Pval	TARGET-20-PASWLN-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATJHJ-09A.Detection.Pval	TARGET-20-PATJHJ-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUDL-14A.Detection.Pval	TARGET-20-PARUDL-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAPXRJ-04A.Detection.Pval	TARGET-20-PAPXRJ-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARBTV-09A.Detection.Pval	TARGET-21-PARBTV-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARBIU-14A.Detection.Pval	TARGET-20-PARBIU-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARSAN-09A.Detection.Pval	TARGET-20-PARSAN-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEERJ-14A.Detection.Pval	TARGET-20-PAEERJ-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASNKZ-14A.Detection.Pval	TARGET-21-PASNKZ-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASSLT-09A.Detection.Pval	TARGET-21-PASSLT-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYA-04A.Detection.Pval	TARGET-20-PASVYA-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFJJ-14A.Detection.Pval	TARGET-21-PASFJJ-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANGDN-04A.Detection.Pval	TARGET-20-PANGDN-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARBTV-14A.Detection.Pval	TARGET-21-PARBTV-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPDS-09A.Detection.Pval	TARGET-20-PARPDS-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARXYR-14A.Detection.Pval	TARGET-21-PARXYR-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCEC-03A.Detection.Pval	TARGET-20-PARCEC-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWLN-14A.Detection.Pval	TARGET-20-PASWLN-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASMGW-04A.Detection.Pval	TARGET-20-PASMGW-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYA-14A.Detection.Pval	TARGET-20-PASVYA-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASBBE-09A.Detection.Pval	TARGET-20-PASBBE-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYJX-04A.Detection.Pval	TARGET-20-PAMYJX-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASLSD-03A.Detection.Pval	TARGET-20-PASLSD-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANSJB-14A.Detection.Pval	TARGET-20-PANSJB-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFJJ-15A.Detection.Pval	TARGET-21-PASFJJ-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFLG-14A.Detection.Pval	TARGET-21-PASFLG-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASAUT-14A.Detection.Pval	TARGET-20-PASAUT-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANGTF-14A.Detection.Pval	TARGET-20-PANGTF-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARIMT-03A.Detection.Pval	TARGET-20-PARIMT-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYCG-09A.Detection.Pval	TARGET-20-PANYCG-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATDHA-14A.Detection.Pval	TARGET-20-PATDHA-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASGCE-40A.Detection.Pval	TARGET-20-PASGCE-40A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PADZCG-04A.Detection.Pval	TARGET-20-PADZCG-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARBTV-15A.Detection.Pval	TARGET-21-PARBTV-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFJJ-09A.Detection.Pval	TARGET-21-PASFJJ-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARYVW-14A.Detection.Pval	TARGET-20-PARYVW-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASDKZ-03A.Detection.Pval	TARGET-21-PASDKZ-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASTUH-09A.Detection.Pval	TARGET-20-PASTUH-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATJHJ-40A.Detection.Pval	TARGET-20-PATJHJ-40A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKTCX-09A.Detection.Pval	TARGET-20-PAKTCX-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASVJS-15A.Detection.Pval	TARGET-21-PASVJS-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYCG-14A.Detection.Pval	TARGET-20-PANYCG-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYL-04A.Detection.Pval	TARGET-20-PASVYL-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFHK-15A.Detection.Pval	TARGET-21-PASFHK-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKVGI-04A.Detection.Pval	TARGET-20-PAKVGI-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASHMK-15A.Detection.Pval	TARGET-21-PASHMK-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARNNT-09A.Detection.Pval	TARGET-20-PARNNT-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANLXM-04A.Detection.Pval	TARGET-20-PANLXM-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYJX-09A.Detection.Pval	TARGET-20-PAMYJX-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASYWA-15A.Detection.Pval	TARGET-21-PASYWA-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATISD-09A.Detection.Pval	TARGET-21-PATISD-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASSLT-14A.Detection.Pval	TARGET-21-PASSLT-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYAS-04A.Detection.Pval	TARGET-20-PAMYAS-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWPD-09A.Detection.Pval	TARGET-20-PASWPD-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPPY-40A.Detection.Pval	TARGET-20-PARPPY-40A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASVYA-09A.Detection.Pval	TARGET-20-PASVYA-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANNHB-09A.Detection.Pval	TARGET-20-PANNHB-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATJMY-09A.Detection.Pval	TARGET-21-PATJMY-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARHRS-14A.Detection.Pval	TARGET-21-PARHRS-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASZLJ-14A.Detection.Pval	TARGET-20-PASZLJ-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKIWK-14A.Detection.Pval	TARGET-20-PAKIWK-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEFGR-04A.Detection.Pval	TARGET-20-PAEFGR-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYNR-14A.Detection.Pval	TARGET-20-PANYNR-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASYEJ-15A.Detection.Pval	TARGET-21-PASYEJ-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARZIA-15A.Detection.Pval	TARGET-21-PARZIA-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANNHB-14A.Detection.Pval	TARGET-20-PANNHB-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARSAN-04A.Detection.Pval	TARGET-20-PARSAN-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANLXM-09A.Detection.Pval	TARGET-20-PANLXM-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARYVW-04A.Detection.Pval	TARGET-20-PARYVW-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASCRZ-04A.Detection.Pval	TARGET-20-PASCRZ-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASGCE-09A.Detection.Pval	TARGET-20-PASGCE-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASCRZ-03A.Detection.Pval	TARGET-20-PASCRZ-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASSLT-15A.Detection.Pval	TARGET-21-PASSLT-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASRLS-14A.Detection.Pval	TARGET-20-PASRLS-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARNIA-04A.Detection.Pval	TARGET-20-PARNIA-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYAS-09A.Detection.Pval	TARGET-20-PAMYAS-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PARNAW-09A.Detection.Pval	TARGET-21-PARNAW-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYCG-04A.Detection.Pval	TARGET-20-PANYCG-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAMYJX-14A.Detection.Pval	TARGET-20-PAMYJX-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASAUT-03A.Detection.Pval	TARGET-20-PASAUT-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARVAI-03A.Detection.Pval	TARGET-20-PARVAI-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASWAT-04A.Detection.Pval	TARGET-20-PASWAT-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASIEP-14A.Detection.Pval	TARGET-20-PASIEP-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASTUH-04A.Detection.Pval	TARGET-20-PASTUH-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATAIJ-09A.Detection.Pval	TARGET-21-PATAIJ-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAECCE-09A.Detection.Pval	TARGET-20-PAECCE-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASGCE-14A.Detection.Pval	TARGET-20-PASGCE-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANYNR-03A.Detection.Pval	TARGET-20-PANYNR-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAECCE-10A.Detection.Pval	TARGET-20-PAECCE-10A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASRLS-09A.Detection.Pval	TARGET-20-PASRLS-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFLG-15A.Detection.Pval	TARGET-21-PASFLG-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARIMT-04A.Detection.Pval	TARGET-20-PARIMT-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARDMG-09A.Detection.Pval	TARGET-20-PARDMG-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARPPY-09A.Detection.Pval	TARGET-20-PARPPY-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASHHH-14A.Detection.Pval	TARGET-20-PASHHH-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PANVPB-15A.Detection.Pval	TARGET-21-PANVPB-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARNZW-40A.Detection.Pval	TARGET-20-PARNZW-40A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCCH-14A.Detection.Pval	TARGET-20-PARCCH-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARVUA-14A.Detection.Pval	TARGET-20-PARVUA-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASJGZ-14A.Detection.Pval	TARGET-20-PASJGZ-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATHIU-09A.Detection.Pval	TARGET-21-PATHIU-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATAIJ-15A.Detection.Pval	TARGET-21-PATAIJ-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEIKD-09A.Detection.Pval	TARGET-20-PAEIKD-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARWXU-09A.Detection.Pval	TARGET-20-PARWXU-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANDER-14A.Detection.Pval	TARGET-20-PANDER-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PAMYMA-15A.Detection.Pval	TARGET-21-PAMYMA-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUCB-09A.Detection.Pval	TARGET-20-PARUCB-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARCUK-04A.Detection.Pval	TARGET-20-PARCUK-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASTZK-15A.Detection.Pval	TARGET-21-PASTZK-15A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARBTC-03A.Detection.Pval	TARGET-20-PARBTC-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARUBT-14A.Detection.Pval	TARGET-20-PARUBT-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PATAIJ-10A.Detection.Pval	TARGET-21-PATAIJ-10A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PANDIX-09A.Detection.Pval	TARGET-20-PANDIX-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASYEJ-09A.Detection.Pval	TARGET-21-PASYEJ-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAKIWK-04A.Detection.Pval	TARGET-20-PAKIWK-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARSHM-03A.Detection.Pval	TARGET-20-PARSHM-03A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEDKB-09A.Detection.Pval	TARGET-20-PAEDKB-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARTAL-04A.Detection.Pval	TARGET-20-PARTAL-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEDKB-10A.Detection.Pval	TARGET-20-PAEDKB-10A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PASFHK-09A.Detection.Pval	TARGET-21-PASFHK-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PARNIA-09A.Detection.Pval	TARGET-20-PARNIA-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PAEIKD-14A.Detection.Pval	TARGET-20-PAEIKD-14A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASPLU-04A.Detection.Pval	TARGET-20-PASPLU-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-21-PANZLR-09A.Detection.Pval	TARGET-21-PANZLR-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PASHBI-09A.Detection.Pval	TARGET-20-PASHBI-09A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
TARGET-20-PATDHA-04A.Detection.Pval	TARGET-20-PATDHA-04A.Detection.Pval	TARGET-AML	450K	idat_sample_sheet_TARGET-AML__450k_beta.txt	0.0
